date,l_ipn,r_asn,f
9/7/06,2,25973,5
9/7/06,2,26108,2
9/7/06,2,26535,1
9/7/06,2,26803,12
9/7/06,2,26978,24
9/7/06,2,29668,20
9/7/06,2,29863,13
9/7/06,2,33070,6
9/7/06,2,33419,2
9/7/06,2,33650,454
9/7/06,2,33651,93
9/7/06,2,36351,8
9/7/06,2,36643,5
9/7/06,2,36839,8
9/7/06,2,36856,1
9/7/06,3,4134,26
9/7/06,3,4279,2
9/7/06,3,4713,4
9/7/06,3,4837,1
9/7/06,3,9800,34
9/7/06,3,27364,1
9/7/06,4,3561,4
9/7/06,4,4134,3
9/7/06,4,4279,165
9/7/06,4,4323,1
9/7/06,4,4713,2
9/7/06,4,6428,1
9/7/06,4,7132,2
9/7/06,4,8708,1
9/7/06,4,9800,2
9/7/06,4,14778,7
9/7/06,4,19548,2
9/7/06,4,20001,32
9/7/06,4,22855,14
9/7/06,4,23342,2
9/7/06,4,29873,9
9/7/06,4,31976,84
9/7/06,4,33651,474
9/7/06,6,4134,29
9/7/06,6,4279,4
9/7/06,6,4713,2
9/7/06,6,4837,5
9/7/06,6,9800,41
9/7/06,6,27364,3
9/7/06,6,33182,1
9/7/06,7,109,5
9/7/06,7,1239,10
9/7/06,7,2152,1
9/7/06,7,2200,18
9/7/06,7,3265,7
9/7/06,7,3614,8
9/7/06,7,3701,2
9/7/06,7,4589,19
9/7/06,7,4837,3
9/7/06,7,6057,2
9/7/06,7,6496,2
9/7/06,7,8070,1
9/7/06,7,8075,2
9/7/06,7,9156,10
9/7/06,7,9800,1
9/7/06,7,10532,1
9/7/06,7,15169,89
9/7/06,7,18924,48
9/7/06,7,20940,1
9/7/06,7,21844,181
9/7/06,7,22171,4
9/7/06,7,23123,2
9/7/06,7,25973,30
9/7/06,7,27364,3
9/7/06,7,30315,8
9/7/06,7,36856,23
9/7/06,8,3,15
9/7/06,8,8,5
9/7/06,8,26,3
9/7/06,8,27,5
9/7/06,8,49,4
9/7/06,8,70,32
9/7/06,8,81,1
9/7/06,8,109,5
9/7/06,8,140,5
9/7/06,8,174,3
9/7/06,8,224,5
9/7/06,8,237,4
9/7/06,8,702,2
9/7/06,8,786,5
9/7/06,8,1103,3
9/7/06,8,1109,3
9/7/06,8,1312,31
9/7/06,8,1668,8
9/7/06,8,1742,4
9/7/06,8,1749,6
9/7/06,8,2152,32
9/7/06,8,2200,2
9/7/06,8,2914,6
9/7/06,8,3265,19
9/7/06,8,3356,5
9/7/06,8,3561,26
9/7/06,8,3701,1
9/7/06,8,3957,9
9/7/06,8,4837,1
9/7/06,8,4847,3
9/7/06,8,5650,3
9/7/06,8,5662,21
9/7/06,8,6057,1
9/7/06,8,6461,2
9/7/06,8,7575,4
9/7/06,8,8075,2
9/7/06,8,9167,2
9/7/06,8,9800,1
9/7/06,8,10763,4
9/7/06,8,10910,2
9/7/06,8,10933,5
9/7/06,8,11106,10
9/7/06,8,11303,1
9/7/06,8,11486,13
9/7/06,8,11588,5
9/7/06,8,13749,1
9/7/06,8,15169,688
9/7/06,8,19262,4
9/7/06,8,21840,1
9/7/06,8,21844,14
9/7/06,8,22915,3
9/7/06,8,23342,2
9/7/06,8,26201,6
9/7/06,8,26238,2
9/7/06,8,27364,1
9/7/06,8,29668,2
9/7/06,8,30081,11
9/7/06,8,30217,136
9/7/06,8,30315,3
9/7/06,8,31708,25
9/7/06,8,35845,1
9/7/06,8,36856,15
9/7/06,9,2152,1
9/7/06,9,8070,3
9/8/06,0,701,3
9/8/06,0,2152,1
9/8/06,0,2828,1
9/8/06,0,3269,1
9/8/06,0,3549,1
9/8/06,0,3561,27
9/8/06,0,3671,15
9/8/06,0,4134,6
9/8/06,0,4589,1
9/8/06,0,4665,2
9/8/06,0,4837,2
9/8/06,0,5430,2
9/8/06,0,6432,1
9/8/06,0,6461,1
9/8/06,0,6939,1
9/8/06,0,6993,2
9/8/06,0,7015,1
9/8/06,0,7506,1
9/8/06,0,7738,1
9/8/06,0,8151,2
9/8/06,0,8167,1
9/8/06,0,8705,1
9/8/06,0,9121,1
9/8/06,0,9304,1
9/8/06,0,9800,4
9/8/06,0,9808,1
9/8/06,0,11398,2
9/8/06,0,11486,1
9/8/06,0,12271,1
9/8/06,0,12357,1
9/8/06,0,12880,1
9/8/06,0,13462,45
9/8/06,0,13749,1
9/8/06,0,14492,1
9/8/06,0,15334,1
9/8/06,0,16629,1
9/8/06,0,17228,1
9/8/06,0,18403,1
9/8/06,0,19262,1
9/8/06,0,19296,1
9/8/06,0,26085,3
9/8/06,0,26101,1
9/8/06,0,26831,1
9/8/06,0,27699,1
9/8/06,0,32636,2
9/8/06,2,131,12
9/8/06,2,174,1
9/8/06,2,209,29
9/8/06,2,237,2
9/8/06,2,701,22
9/8/06,2,1312,84
9/8/06,2,3561,5
9/8/06,2,3659,1
9/8/06,2,4134,2
9/8/06,2,4323,5
9/8/06,2,4983,6
9/8/06,2,5650,103
9/8/06,2,6315,2
9/8/06,2,7018,149
9/8/06,2,7132,13
9/8/06,2,7377,84
9/8/06,2,7859,3
9/8/06,2,9800,1
9/8/06,2,11414,20
9/8/06,2,14425,40
9/8/06,2,15169,16
9/8/06,2,19918,533
9/8/06,2,26803,5
9/8/06,2,27596,2
9/8/06,2,29863,4
9/8/06,2,30099,8
9/8/06,2,30315,24
9/8/06,2,33260,8
9/8/06,2,33650,68
9/8/06,2,33651,39
9/8/06,2,36384,3
9/8/06,2,36828,3
9/8/06,2,36856,2
9/8/06,3,3301,1
9/8/06,3,4134,52
9/8/06,3,4665,2
9/8/06,3,4837,2
9/8/06,3,8062,1
9/8/06,3,15083,1
9/8/06,3,18566,2
9/8/06,3,27364,1
9/8/06,3,29550,1
9/8/06,3,29802,2
9/8/06,3,30083,1
9/8/06,3,30256,2
9/8/06,4,3301,2
9/8/06,4,3561,4
9/8/06,4,4134,3
9/8/06,4,4665,2
9/8/06,4,7132,1
9/8/06,4,9800,2
9/8/06,4,14778,6
9/8/06,4,15169,1
9/8/06,4,22855,13
9/8/06,4,23342,2
9/8/06,4,29873,5
9/8/06,4,31976,83
9/8/06,4,33651,210
9/8/06,6,3301,4
9/8/06,6,4134,26
9/8/06,6,4665,5
9/8/06,6,4837,3
9/8/06,6,8062,2
9/8/06,6,9800,33
9/8/06,6,15083,2
9/8/06,6,18566,2
9/8/06,6,27364,4
9/8/06,6,29550,2
9/8/06,6,29802,1
9/8/06,6,30083,1
9/8/06,7,109,5
9/8/06,7,553,13
9/8/06,7,1239,5
9/8/06,7,2152,1
9/8/06,7,3701,1
9/8/06,7,7018,1
9/8/06,7,8062,2
9/8/06,7,8070,1
9/8/06,7,8075,2
9/8/06,7,9156,7
9/8/06,7,9800,1
9/8/06,7,12181,4
9/8/06,7,15083,4
9/8/06,7,15169,33
9/8/06,7,18924,48
9/8/06,7,20940,1
9/8/06,7,21844,63
9/8/06,7,22171,2
9/8/06,7,25973,12
9/8/06,7,27364,12
9/8/06,7,29550,2
9/8/06,7,36856,13
9/8/06,8,81,7
9/8/06,8,109,4
9/8/06,8,1668,5
9/8/06,8,1706,24
9/8/06,8,1784,3
9/8/06,8,2152,26
9/8/06,8,2857,3
9/8/06,8,2914,6
9/8/06,8,3561,10
9/8/06,8,3701,11
9/8/06,8,4605,1
9/8/06,8,5662,18
9/8/06,8,6641,2
9/8/06,8,7151,1
9/8/06,8,8001,3
9/8/06,8,8062,1
9/8/06,8,8075,2
9/8/06,8,9148,3
9/8/06,8,9371,4166
9/8/06,8,9800,1
9/8/06,8,11486,4
9/8/06,8,11922,2
9/8/06,8,12181,1
9/8/06,8,14265,3
9/8/06,8,15083,1
9/8/06,8,15169,355
9/8/06,8,21844,7
9/8/06,8,22277,2
9/8/06,8,26238,10
9/8/06,8,27364,2
9/8/06,8,29550,1
9/8/06,8,29791,8
9/8/06,8,30099,2
9/8/06,8,30217,16
9/8/06,8,30380,1
9/8/06,8,31442,5
9/8/06,8,36850,3
9/8/06,8,36856,4
9/8/06,9,2152,2
9/8/06,9,8070,3
9/8/06,9,8075,2
9/9/06,0,81,2
9/9/06,0,2519,1
9/9/06,0,3356,1
9/9/06,0,3561,27
9/9/06,0,3595,2
9/9/06,0,3671,2
9/9/06,0,4134,4
9/9/06,0,4279,2
9/9/06,0,4766,2
9/9/06,0,4837,1
9/9/06,0,5089,1
9/9/06,0,5617,9
9/9/06,0,6871,1
9/9/06,0,7017,1
9/9/06,0,7132,11
9/9/06,0,8052,1
9/9/06,0,8737,1
9/9/06,0,9038,1
9/9/06,0,9394,6
9/9/06,0,10738,1
9/9/06,0,11351,1
9/9/06,0,12322,1
9/9/06,0,12996,1
9/9/06,0,13462,18
9/9/06,0,13867,1
9/9/06,0,13890,22
9/9/06,0,17639,1
9/9/06,0,17712,1
9/9/06,0,17799,1
9/9/06,0,19262,2
9/9/06,0,20258,1
9/9/06,0,20804,1
9/9/06,0,26085,2
9/9/06,0,26101,3
9/9/06,0,27357,1
9/9/06,0,28502,2
9/9/06,2,174,1
9/9/06,2,209,1
9/9/06,2,1312,83
9/9/06,2,2519,1
9/9/06,2,3561,3
9/9/06,2,4134,1
9/9/06,2,4323,9
9/9/06,2,5617,15
9/9/06,2,6360,1
9/9/06,2,7018,128
9/9/06,2,7132,3
9/9/06,2,7377,85
9/9/06,2,8001,1
9/9/06,2,9394,1
9/9/06,2,11414,6
9/9/06,2,13890,59
9/9/06,2,17712,1
9/9/06,2,19181,1
9/9/06,2,19918,378
9/9/06,2,29863,7
9/9/06,2,30099,2
9/9/06,2,33260,5
9/9/06,2,33651,87
9/9/06,3,680,2
9/9/06,3,2152,2
9/9/06,3,2519,1
9/9/06,3,3269,1
9/9/06,3,4134,24
9/9/06,3,4279,2
9/9/06,3,4663,4
9/9/06,3,5617,1
9/9/06,3,6461,6
9/9/06,3,9394,15
9/9/06,3,13890,2
9/9/06,3,17712,2
9/9/06,3,29550,1
9/9/06,3,29686,2
9/9/06,3,30380,1
9/9/06,4,2519,1
9/9/06,4,4134,1
9/9/06,4,4279,636
9/9/06,4,4323,1
9/9/06,4,5617,30
9/9/06,4,6428,1
9/9/06,4,9394,1
9/9/06,4,13890,49
9/9/06,4,14778,5
9/9/06,4,17712,1
9/9/06,4,30256,1
9/9/06,4,31976,162
9/9/06,4,33651,7
9/9/06,6,680,2
9/9/06,6,2519,1
9/9/06,6,3269,2
9/9/06,6,4134,3
9/9/06,6,4279,2
9/9/06,6,4637,1
9/9/06,6,4663,4
9/9/06,6,4812,2
9/9/06,6,5617,1
9/9/06,6,10026,1
9/9/06,6,12357,2
9/9/06,6,13890,1
9/9/06,6,17712,1
9/9/06,6,26496,1
9/9/06,6,29550,6
9/9/06,6,29686,2
9/9/06,6,30256,2
9/9/06,6,30380,1
9/9/06,7,109,11
9/9/06,7,2152,3
9/9/06,7,3701,1
9/9/06,7,6057,2
9/9/06,7,8070,1
9/9/06,7,8075,4
9/9/06,7,9156,1
9/9/06,7,15169,11
9/9/06,7,18924,48
9/9/06,7,21844,4
9/9/06,7,25973,2
9/9/06,7,29550,2
9/9/06,7,36856,6
9/9/06,8,3,54
9/9/06,8,109,11
9/9/06,8,378,3
9/9/06,8,513,19
9/9/06,8,701,3
9/9/06,8,702,2
9/9/06,8,1103,3
9/9/06,8,1668,5
9/9/06,8,1706,20
9/9/06,8,1742,8
9/9/06,8,1749,7
9/9/06,8,1757,14
9/9/06,8,2152,23
9/9/06,8,2914,11
9/9/06,8,3340,2
9/9/06,8,3479,5
9/9/06,8,3561,11
9/9/06,8,3701,1
9/9/06,8,3957,12
9/9/06,8,3999,2
9/9/06,8,4264,2
9/9/06,8,4713,35
9/9/06,8,5662,18
9/9/06,8,6057,1
9/9/06,8,6461,1
9/9/06,8,6641,3
9/9/06,8,7018,6
9/9/06,8,7355,13
9/9/06,8,8075,2
9/9/06,8,8137,6
9/9/06,8,10565,2
9/9/06,8,10753,12
9/9/06,8,10763,6
9/9/06,8,10933,1
9/9/06,8,11486,4
9/9/06,8,13326,11
9/9/06,8,15169,271
9/9/06,8,16429,4
9/9/06,8,21844,3
9/9/06,8,22822,2
9/9/06,8,26228,10
9/9/06,8,26238,22
9/9/06,8,29550,1
9/9/06,8,29720,3
9/9/06,8,30217,60
9/9/06,8,30983,1
9/9/06,8,36816,10
9/9/06,8,36856,11
9/9/06,9,2152,1
9/9/06,9,8070,2
9/9/06,9,8075,2
9/10/06,0,209,1
9/10/06,0,3320,1
9/10/06,0,3561,11
9/10/06,0,3671,15
9/10/06,0,4134,4
9/10/06,0,5089,2
9/10/06,0,5377,1
9/10/06,0,5731,1
9/10/06,0,6140,1
9/10/06,0,6147,1
9/10/06,0,6871,1
9/10/06,0,7029,1
9/10/06,0,7132,4
9/10/06,0,7497,2
9/10/06,0,8452,1
9/10/06,0,8529,1
9/10/06,0,9080,1
9/10/06,0,9121,1
9/10/06,0,9141,1
9/10/06,0,9415,1
9/10/06,0,9498,1
9/10/06,0,9800,5
9/10/06,0,13462,30
9/10/06,0,15475,1
9/10/06,0,15641,2
9/10/06,0,17227,1
9/10/06,0,17858,1
9/10/06,0,17968,1
9/10/06,0,18881,1
9/10/06,0,19262,1
9/10/06,0,19296,1
9/10/06,0,21391,1
9/10/06,0,33322,2
9/10/06,0,35970,1
9/10/06,2,679,936
9/10/06,2,1312,85
9/10/06,2,2637,1
9/10/06,2,3561,4
9/10/06,2,3701,1
9/10/06,2,4323,13
9/10/06,2,6360,1
9/10/06,2,7132,3
9/10/06,2,7377,84
9/10/06,2,7774,1
9/10/06,2,9800,1
9/10/06,2,19918,346
9/10/06,2,29863,4
9/10/06,2,30099,4
9/10/06,2,33260,1
9/10/06,2,33651,89
9/10/06,3,1955,1
9/10/06,3,4134,42
9/10/06,3,4637,2
9/10/06,3,4670,1
9/10/06,3,4713,4
9/10/06,3,5650,1
9/10/06,3,7497,28
9/10/06,3,9800,34
9/10/06,3,10026,1
9/10/06,3,21844,1
9/10/06,3,26978,2
9/10/06,3,29550,1
9/10/06,4,4134,2
9/10/06,4,6428,1
9/10/06,4,7132,49
9/10/06,4,7497,2
9/10/06,4,9800,2
9/10/06,4,14778,2
9/10/06,4,29895,72
9/10/06,4,31976,136
9/10/06,6,1955,1
9/10/06,6,4134,71
9/10/06,6,4538,2
9/10/06,6,4637,3
9/10/06,6,5650,5
9/10/06,6,7497,33
9/10/06,6,9800,37
9/10/06,6,10026,2
9/10/06,6,21844,2
9/10/06,6,26978,2
9/10/06,6,29550,2
9/10/06,7,3,5
9/10/06,7,73,2
9/10/06,7,109,8
9/10/06,7,378,2
9/10/06,7,680,2
9/10/06,7,1239,6
9/10/06,7,2152,6
9/10/06,7,2529,4
9/10/06,7,2914,3
9/10/06,7,3246,19
9/10/06,7,3491,1
9/10/06,7,3561,7
9/10/06,7,3701,2
9/10/06,7,4264,1
9/10/06,7,5650,2
9/10/06,7,6432,4
9/10/06,7,7132,4
9/10/06,7,8070,2
9/10/06,7,8075,2
9/10/06,7,9132,1
9/10/06,7,9156,6
9/10/06,7,10933,1
9/10/06,7,13768,30
9/10/06,7,13845,3
9/10/06,7,14425,7
9/10/06,7,15169,70
9/10/06,7,18924,48
9/10/06,7,20940,2
9/10/06,7,21568,1
9/10/06,7,21844,154
9/10/06,7,22489,4
9/10/06,7,25973,36
9/10/06,7,26201,1
9/10/06,7,26347,4
9/10/06,7,29550,2
9/10/06,7,36856,14
9/10/06,8,109,8
9/10/06,8,2152,1
9/10/06,8,5650,1
9/10/06,8,8070,2
9/10/06,8,15169,4
9/10/06,8,29550,1
9/10/06,9,2152,1
9/10/06,9,8070,1
9/10/06,9,8075,2
9/11/06,0,209,2
9/11/06,0,2152,1
9/11/06,0,2379,1
9/11/06,0,3249,1
9/11/06,0,3269,1
9/11/06,0,3491,1
9/11/06,0,3561,51
9/11/06,0,3595,1
9/11/06,0,3671,12
9/11/06,0,4670,1
9/11/06,0,4812,1
9/11/06,0,5617,106
9/11/06,0,6395,1
9/11/06,0,6432,1
9/11/06,0,6724,1
9/11/06,0,6799,2
9/11/06,0,6939,2
9/11/06,0,7132,1
9/11/06,0,7738,2
9/11/06,0,8163,1
9/11/06,0,9105,1
9/11/06,0,9121,3
9/11/06,0,10796,1
9/11/06,0,11351,1
9/11/06,0,11486,1
9/11/06,0,11829,1
9/11/06,0,11955,1
9/11/06,0,13237,1
9/11/06,0,13462,23
9/11/06,0,13867,1
9/11/06,0,14719,1
9/11/06,0,15802,1
9/11/06,0,20231,1
9/11/06,0,22572,1
9/11/06,0,26407,1
9/11/06,0,28502,1
9/11/06,0,30998,1
9/11/06,0,32475,1
9/11/06,0,34512,1
9/11/06,0,35554,1
9/11/06,2,25,2
9/11/06,2,209,40
9/11/06,2,679,183
9/11/06,2,1312,91
9/11/06,2,3561,11
9/11/06,2,3598,2
9/11/06,2,4181,1
9/11/06,2,4323,5
9/11/06,2,5617,90
9/11/06,2,5650,8
9/11/06,2,7018,67
9/11/06,2,7132,23
9/11/06,2,7377,87
9/11/06,2,11414,17
9/11/06,2,16467,1
9/11/06,2,19918,497
9/11/06,2,20057,61
9/11/06,2,22625,1
9/11/06,2,27431,1
9/11/06,2,29863,4
9/11/06,2,30099,4
9/11/06,2,33260,4
9/11/06,2,33651,46
9/11/06,2,36384,2
9/11/06,3,2259,6
9/11/06,3,4134,6
9/11/06,3,4637,1
9/11/06,3,4837,1
9/11/06,3,5617,2
9/11/06,3,6128,1
9/11/06,3,7015,1
9/11/06,3,8970,5
9/11/06,3,10026,1
9/11/06,3,10950,1
9/11/06,3,16526,5
9/11/06,3,19262,2
9/11/06,3,21844,1
9/11/06,3,26496,1
9/11/06,3,29544,1
9/11/06,4,3561,2
9/11/06,4,4323,1
9/11/06,4,5617,220
9/11/06,4,7132,50
9/11/06,4,14778,8
9/11/06,4,20001,8
9/11/06,4,22773,21
9/11/06,4,23342,1
9/11/06,4,31976,84
9/11/06,6,2259,1
9/11/06,6,4134,9
9/11/06,6,4538,1
9/11/06,6,4812,1
9/11/06,6,4837,4
9/11/06,6,5617,3
9/11/06,6,6128,2
9/11/06,6,7015,2
9/11/06,6,8970,6
9/11/06,6,9318,2
9/11/06,6,9808,1
9/11/06,6,10950,1
9/11/06,6,15169,1
9/11/06,6,16526,6
9/11/06,6,18118,2
9/11/06,6,19262,4
9/11/06,6,29544,1
9/11/06,7,109,13
9/11/06,7,1239,9
9/11/06,7,2152,1
9/11/06,7,2914,7
9/11/06,7,3701,2
9/11/06,7,4837,2
9/11/06,7,6128,5
9/11/06,7,6432,10
9/11/06,7,7015,4
9/11/06,7,8070,1
9/11/06,7,8075,2
9/11/06,7,9156,7
9/11/06,7,11305,14
9/11/06,7,11486,8
9/11/06,7,12168,1
9/11/06,7,15169,49
9/11/06,7,16526,6
9/11/06,7,18924,48
9/11/06,7,19024,2
9/11/06,7,19262,7
9/11/06,7,20940,7
9/11/06,7,21844,129
9/11/06,7,22277,2
9/11/06,7,25973,38
9/11/06,7,26201,15
9/11/06,7,26347,5
9/11/06,7,30099,9
9/11/06,7,30176,9
9/11/06,7,30589,4
9/11/06,7,36856,17
9/11/06,8,3,51
9/11/06,8,14,8
9/11/06,8,27,2
9/11/06,8,81,8
9/11/06,8,109,13
9/11/06,8,226,2
9/11/06,8,1668,11
9/11/06,8,1842,4
9/11/06,8,2152,11
9/11/06,8,2914,39
9/11/06,8,3356,6
9/11/06,8,3388,6
9/11/06,8,3561,4
9/11/06,8,3701,1
9/11/06,8,3957,25
9/11/06,8,4355,6
9/11/06,8,4837,1
9/11/06,8,5662,9
9/11/06,8,6128,1
9/11/06,8,6453,8
9/11/06,8,6650,3
9/11/06,8,7015,2
9/11/06,8,7018,96
9/11/06,8,7355,28
9/11/06,8,8070,7
9/11/06,8,8075,2
9/11/06,8,10755,125
9/11/06,8,11944,1
9/11/06,8,12168,2
9/11/06,8,12306,14
9/11/06,8,12437,2
9/11/06,8,13462,3
9/11/06,8,13749,1
9/11/06,8,14135,1
9/11/06,8,15169,496
9/11/06,8,16509,11
9/11/06,8,19262,2
9/11/06,8,20940,12
9/11/06,8,21844,13
9/11/06,8,23123,1
9/11/06,8,23320,3
9/11/06,8,23342,2
9/11/06,8,23352,4
9/11/06,8,26238,13
9/11/06,8,26753,2
9/11/06,8,27522,13
9/11/06,8,29838,3
9/11/06,8,29873,11
9/11/06,8,30217,28
9/11/06,8,30315,6
9/11/06,8,32878,5
9/11/06,8,36856,4
9/11/06,9,209,38
9/11/06,9,680,13
9/11/06,9,714,22
9/11/06,9,1239,3
9/11/06,9,2152,182
9/11/06,9,2914,5
9/11/06,9,3379,44
9/11/06,9,3561,11
9/11/06,9,3614,19
9/11/06,9,3707,30
9/11/06,9,3901,18
9/11/06,9,4264,3
9/11/06,9,4265,5
9/11/06,9,4513,4
9/11/06,9,5779,459
9/11/06,9,6307,5
9/11/06,9,6432,24
9/11/06,9,6453,35
9/11/06,9,6478,2
9/11/06,9,6939,9
9/11/06,9,7018,15
9/11/06,9,7228,3
9/11/06,9,7342,2
9/11/06,9,7743,18
9/11/06,9,8002,1
9/11/06,9,8070,3
9/11/06,9,8075,2
9/11/06,9,10763,1
9/11/06,9,10788,110
9/11/06,9,10794,66
9/11/06,9,10912,22
9/11/06,9,11022,4
9/11/06,9,11486,11
9/11/06,9,11922,1
9/11/06,9,12168,7
9/11/06,9,12179,2
9/11/06,9,12182,20
9/11/06,9,14492,2
9/11/06,9,14711,3
9/11/06,9,14779,9
9/11/06,9,14780,668
9/11/06,9,14829,7
9/11/06,9,14992,2
9/11/06,9,15169,269
9/11/06,9,16429,1
9/11/06,9,16432,7
9/11/06,9,17110,20
9/11/06,9,17225,5
9/11/06,9,17228,6
9/11/06,9,19296,5
9/11/06,9,19443,1
9/11/06,9,20940,319
9/11/06,9,21709,3
9/11/06,9,21844,19
9/11/06,9,22277,4
9/11/06,9,22883,2
9/11/06,9,23504,15
9/11/06,9,26062,4
9/11/06,9,26101,110
9/11/06,9,26627,49
9/11/06,9,29720,4
9/11/06,9,31883,2
9/11/06,9,33419,1
9/11/06,9,36088,336
9/11/06,9,36420,2
9/11/06,9,36856,6
9/12/06,0,2514,1
9/12/06,0,2518,1
9/12/06,0,2711,1
9/12/06,0,2764,1
9/12/06,0,2828,1
9/12/06,0,3215,1
9/12/06,0,3249,1
9/12/06,0,3269,1
9/12/06,0,3549,1
9/12/06,0,3561,52
9/12/06,0,3671,9
9/12/06,0,4134,20
9/12/06,0,5617,1218
9/12/06,0,6147,1
9/12/06,0,6332,1
9/12/06,0,6395,1
9/12/06,0,6432,2
9/12/06,0,6461,2
9/12/06,0,6724,1
9/12/06,0,6939,1
9/12/06,0,6993,2
9/12/06,0,7066,2
9/12/06,0,7643,1
9/12/06,0,7738,1
9/12/06,0,8075,1
9/12/06,0,9394,1
9/12/06,0,10796,1
9/12/06,0,12322,1
9/12/06,0,12479,1
9/12/06,0,12874,1
9/12/06,0,13462,28
9/12/06,0,15270,1
9/12/06,0,16010,1
9/12/06,0,16124,1
9/12/06,0,16509,1
9/12/06,0,17897,1
9/12/06,0,19094,1
9/12/06,0,19444,1
9/12/06,0,21522,1
9/12/06,0,25973,1
9/12/06,0,26407,1
9/12/06,0,29717,1
9/12/06,0,33070,1
9/12/06,0,33379,2
9/12/06,0,36351,1
9/12/06,2,209,31
9/12/06,2,553,95
9/12/06,2,679,324
9/12/06,2,1312,84
9/12/06,2,2514,1
9/12/06,2,3388,6
9/12/06,2,3561,11
9/12/06,2,4134,21
9/12/06,2,4323,2
9/12/06,2,4983,60
9/12/06,2,6360,1
9/12/06,2,7018,44
9/12/06,2,7377,83
9/12/06,2,8001,1
9/12/06,2,10796,1
9/12/06,2,11414,15
9/12/06,2,11442,3
9/12/06,2,12322,17
9/12/06,2,13749,1
9/12/06,2,15180,136
9/12/06,2,16124,1
9/12/06,2,19094,1
9/12/06,2,19918,467
9/12/06,2,26803,9
9/12/06,2,29863,7
9/12/06,2,30099,3
9/12/06,2,33260,4
9/12/06,2,33651,40
9/12/06,3,852,6
9/12/06,3,1221,1
9/12/06,3,1680,1
9/12/06,3,2514,1
9/12/06,3,4134,3
9/12/06,3,4766,3
9/12/06,3,5078,2
9/12/06,3,5650,1
9/12/06,3,6197,1
9/12/06,3,7066,2
9/12/06,3,7132,2
9/12/06,3,9929,3
9/12/06,3,12322,1
9/12/06,3,16124,1
9/12/06,3,17222,1
9/12/06,3,19094,1
9/12/06,3,26496,2
9/12/06,3,32267,2
9/12/06,3,33718,1
9/12/06,4,2514,1
9/12/06,4,3561,4
9/12/06,4,4134,1959
9/12/06,4,4264,1
9/12/06,4,6428,1
9/12/06,4,7066,1
9/12/06,4,7132,2
9/12/06,4,12322,12
9/12/06,4,14778,8
9/12/06,4,15180,149
9/12/06,4,16124,1
9/12/06,4,17222,1
9/12/06,4,19094,1
9/12/06,4,23342,3
9/12/06,4,29895,48
9/12/06,4,31976,83
9/12/06,6,852,7
9/12/06,6,2514,1
9/12/06,6,4134,1
9/12/06,6,4766,3
9/12/06,6,5078,2
9/12/06,6,5650,2
9/12/06,6,6197,2
9/12/06,6,7066,2
9/12/06,6,7132,5
9/12/06,6,9808,1
9/12/06,6,9929,4
9/12/06,6,9930,2
9/12/06,6,12322,1
9/12/06,6,15180,2
9/12/06,6,16124,1
9/12/06,6,17222,1
9/12/06,6,19094,2
9/12/06,6,26496,2
9/12/06,6,32267,2
9/12/06,7,88,18
9/12/06,7,109,8
9/12/06,7,680,2
9/12/06,7,2152,1
9/12/06,7,3701,1
9/12/06,7,4766,2
9/12/06,7,5650,2
9/12/06,7,8070,1
9/12/06,7,8075,2
9/12/06,7,9156,7
9/12/06,7,9394,3
9/12/06,7,15169,31
9/12/06,7,18101,6
9/12/06,7,18924,48
9/12/06,7,20940,1
9/12/06,7,21844,194
9/12/06,7,25973,50
9/12/06,7,36856,11
9/12/06,8,109,9
9/12/06,8,209,4
9/12/06,8,378,17
9/12/06,8,559,13
9/12/06,8,702,3
9/12/06,8,786,1
9/12/06,8,1668,16
9/12/06,8,2152,9
9/12/06,8,3561,1
9/12/06,8,3701,1
9/12/06,8,3957,4
9/12/06,8,5650,1
9/12/06,8,5662,41
9/12/06,8,6629,1
9/12/06,8,7018,23
9/12/06,8,8075,2
9/12/06,8,9394,2
9/12/06,8,12168,58
9/12/06,8,15169,357
9/12/06,8,16509,4
9/12/06,8,18101,1
9/12/06,8,18713,8
9/12/06,8,26238,3
9/12/06,8,30217,14
9/12/06,8,32878,2
9/12/06,8,36856,2
9/12/06,9,111,3
9/12/06,9,209,16
9/12/06,9,701,1
9/12/06,9,1668,2
9/12/06,9,2152,112
9/12/06,9,2386,7
9/12/06,9,2914,41
9/12/06,9,3356,2
9/12/06,9,3561,41
9/12/06,9,3707,5
9/12/06,9,4182,23
9/12/06,9,4267,4
9/12/06,9,4323,53
9/12/06,9,5779,236
9/12/06,9,6381,5
9/12/06,9,6432,26
9/12/06,9,7018,2
9/12/06,9,7132,17
9/12/06,9,8070,5
9/12/06,9,8075,59
9/12/06,9,8182,2
9/12/06,9,9221,5
9/12/06,9,10316,11
9/12/06,9,10794,17
9/12/06,9,10910,4
9/12/06,9,10933,1
9/12/06,9,10966,2
9/12/06,9,11486,27
9/12/06,9,11817,4
9/12/06,9,11922,1
9/12/06,9,11944,3
9/12/06,9,12168,7
9/12/06,9,12182,11
9/12/06,9,12217,4
9/12/06,9,13884,1
9/12/06,9,14280,2
9/12/06,9,14494,2
9/12/06,9,14711,3
9/12/06,9,14719,18
9/12/06,9,14780,433
9/12/06,9,14992,19
9/12/06,9,15169,497
9/12/06,9,15226,19
9/12/06,9,16966,7
9/12/06,9,19262,3
9/12/06,9,19296,8
9/12/06,9,20940,181
9/12/06,9,21844,71
9/12/06,9,22883,4
